Id,Predicted
0,176.10166666666666
1,423.0511111111111
2,55.28
3,854.0055555555556
4,419.12
5,235.0077777777778
6,117.41166666666666
7,410.04555555555555
8,272.9066666666667
9,9.373333333333333
10,208.21666666666667
11,475.5988888888889
12,112.59444444444445
13,252.61
14,287.41333333333336
15,416.30444444444447
16,194.38333333333333
17,298.7888888888889
18,177.20888888888888
19,67.32555555555555
20,115.31222222222222
21,214.00222222222223
22,467.2077777777778
23,206.95555555555555
24,806.9155555555556
25,458.87888888888887
26,319.6433333333333
27,370.4611111111111
28,394.1455555555556
29,4.832222222222223
30,524.3144444444445
31,2.247777777777778
32,31.673333333333332
33,261.86555555555555
34,165.62
35,7.2411111111111115
36,7.314444444444445
37,117.71666666666667
38,132.32888888888888
39,111.75666666666666
40,207.4
41,297.68666666666667
42,298.27555555555557
43,3.137777777777778
44,375.1611111111111
45,573.4933333333333
46,443.50111111111113
47,255.7211111111111
48,158.98111111111112
49,198.48666666666668
50,4.453333333333333
51,358.69555555555553
52,140.99
53,11.982222222222223
54,4.01
55,287.9633333333333
56,1.7644444444444445
57,6.507777777777778
58,293.12666666666667
59,236.3111111111111
60,84.60444444444444
61,130.93777777777777
62,76.84
63,1.9288888888888889
64,265.27222222222224
65,15.967777777777778
66,195.86777777777777
67,135.08333333333334
68,9.94111111111111
69,174.29111111111112
70,421.77777777777777
71,5.365555555555556
72,358.91
73,299.43666666666667
74,317.69444444444446
75,290.14666666666665
76,58.98111111111111
77,178.6822222222222
78,85.94666666666667
79,89.84333333333333
80,36.57111111111111
81,40.37
82,351.06444444444446
83,427.77666666666664
84,7.03
85,163.29111111111112
86,213.5511111111111
87,385.68888888888887
88,93.19277777777778
89,283.64
90,785.3722222222223
91,327.37888888888887
92,299.08666666666664
93,35.53333333333333
94,77.22111111111111
95,479.7811111111111
96,326.2922222222222
97,30.574444444444445
98,84.01555555555555
99,287.8466666666667
100,144.21777777777777
101,111.88444444444444
102,27.057777777777776
103,3.57
104,12.841111111111111
105,189.2888888888889
106,141.88333333333333
107,6.0
108,67.58888888888889
109,2.6933333333333334
110,93.65666666666667
111,58.71888888888889
112,5.19
113,4.414444444444444
114,101.99111111111111
115,239.57555555555555
116,292.49888888888887
117,355.6222222222222
118,490.09777777777776
119,15.486666666666666
120,10.948888888888888
121,271.1222222222222
122,721.3577777777778
123,131.47222222222223
124,247.3711111111111
125,81.59333333333333
126,234.07888888888888
127,9.422222222222222
128,582.3666666666667
129,127.6588888888889
130,698.63
131,2.667777777777778
132,66.02
133,7.8533333333333335
134,148.4688888888889
135,213.52777777777777
136,84.94444444444444
137,194.58555555555554
138,244.84555555555556
139,478.2655555555556
140,102.33888888888889
141,259.94666666666666
142,101.27222222222223
143,136.21333333333334
144,368.78777777777776
145,69.53
146,43.01555555555556
147,42.723333333333336
148,241.0288888888889
149,140.34222222222223
150,5.817777777777778
151,298.1766666666667
152,57.48777777777778
153,37.346666666666664
154,405.02555555555557
155,423.37111111111113
156,93.75555555555556
157,18.2
158,9.013333333333334
159,84.01333333333334
160,431.8777777777778
161,324.14666666666665
162,13.851111111111111
163,178.02
164,56.394444444444446
165,189.71555555555557
166,214.46
167,160.7722222222222
168,90.14555555555556
169,214.97
170,252.89888888888888
171,32.66444444444444
172,90.28111111111112
173,180.64222222222222
174,150.52
175,16.30666666666667
176,297.2522222222222
177,11.336666666666666
178,188.82444444444445
179,335.84222222222223
180,6.071111111111111
181,83.31555555555556
182,181.72666666666666
183,163.9411111111111
184,152.21666666666667
185,201.0811111111111
186,19.16
187,13.787777777777778
188,264.75888888888886
189,60.41111111111111
190,30.11
191,41.00111111111111
192,95.54888888888888
193,161.60666666666665
194,88.03777777777778
195,365.7394444444444
196,119.74222222222222
197,324.49888888888887
198,20.893333333333334
199,265.8822222222222
200,246.9788888888889
201,41.59222222222222
202,108.62777777777778
203,118.29666666666667
204,20.374444444444446
205,272.46222222222224
206,80.06333333333333
207,446.0466666666667
208,65.80666666666667
209,429.86
210,122.82444444444444
211,311.87444444444446
212,303.0988888888889
213,339.6977777777778
214,508.1355555555556
215,158.06333333333333
216,150.55333333333334
217,60.55888888888889
218,444.90222222222224
219,173.48888888888888
220,256.9433333333333
221,289.0722222222222
222,126.17666666666666
223,293.8544444444444
224,35.843333333333334
225,30.595555555555556
226,609.2577777777777
227,1.41
228,381.25
229,2.5455555555555556
230,402.7188888888889
231,241.2788888888889
232,10.916666666666666
233,143.69
234,280.6777777777778
235,214.09222222222223
236,133.48555555555555
237,6.793333333333333
238,204.11333333333334
239,11.276666666666667
240,19.272222222222222
241,240.85666666666665
242,21.00888888888889
243,99.81222222222222
244,278.00111111111113
245,663.5383333333333
246,269.01666666666665
247,138.81333333333333
248,117.18
249,425.97777777777776
250,497.72777777777776
251,185.2488888888889
252,21.805555555555557
253,146.05555555555554
254,197.65
255,172.19555555555556
256,270.83222222222224
257,374.6222222222222
258,656.72
259,94.64111111111112
260,173.82444444444445
261,6.8677777777777775
262,330.5788888888889
263,307.95666666666665
264,183.4488888888889
265,204.01444444444445
266,552.1855555555555
267,254.47666666666666
268,170.86888888888888
269,565.4644444444444
270,6.123333333333333
271,353.7477777777778
272,428.74555555555554
273,80.14111111111112
274,269.5511111111111
275,174.0
276,475.68333333333334
277,162.0988888888889
278,393.8777777777778
279,156.4622222222222
280,170.5677777777778
281,158.5088888888889
282,377.1911111111111
283,42.99333333333333
284,17.233333333333334
285,281.22555555555556
286,151.39111111111112
287,533.2388888888889
288,516.72
289,182.3788888888889
290,157.46444444444444
291,417.03
292,448.6933333333333
293,421.4122222222222
294,169.43555555555557
295,176.66
296,197.4788888888889
297,248.74
298,296.43666666666667
299,185.08
300,282.74
301,96.03555555555556
302,114.79666666666667
303,203.76555555555555
304,398.23777777777775
305,127.64444444444445
306,115.10444444444444
307,296.74444444444447
308,442.30555555555554
309,260.2322222222222
310,88.07888888888888
311,5.193333333333333
312,104.49666666666667
313,121.6
314,7.878888888888889
315,17.4
316,86.11222222222223
317,439.8333333333333
318,28.124444444444446
319,54.736666666666665
320,312.23
321,111.15777777777778
322,16.174444444444443
323,7.841111111111111
324,366.28555555555556
325,302.9266666666667
326,125.80444444444444
327,70.95222222222222
328,114.57555555555555
329,285.78
330,204.26333333333332
331,7.033333333333333
332,299.8677777777778
333,60.888888888888886
334,451.5966666666667
335,243.0611111111111
336,483.0233333333333
337,11.0
